,,,,,,,,,,,,Temp(F),mV
=formulas!O1011,=(A924-D924)/(E924-D924)*(G924-F924)+F924,"=COUNTIF($N$2:$N$25400,""<""&A924)","=INDIRECT(ADDRESS(C924+1,14))","=INDIRECT(ADDRESS(C924+2,14))","=INDIRECT(ADDRESS(C924+1,13))","=INDIRECT(ADDRESS(C924+2,13))",,,,,,468,16.589
=formulas!O1012,=(A925-D925)/(E925-D925)*(G925-F925)+F925,"=COUNTIF($N$2:$N$25400,""<""&A925)","=INDIRECT(ADDRESS(C925+1,14))","=INDIRECT(ADDRESS(C925+2,14))","=INDIRECT(ADDRESS(C925+1,13))","=INDIRECT(ADDRESS(C925+2,13))",,,,,,469,16.631
=formulas!O1013,=(A926-D926)/(E926-D926)*(G926-F926)+F926,"=COUNTIF($N$2:$N$25400,""<""&A926)","=INDIRECT(ADDRESS(C926+1,14))","=INDIRECT(ADDRESS(C926+2,14))","=INDIRECT(ADDRESS(C926+1,13))","=INDIRECT(ADDRESS(C926+2,13))",,,,,,470,16.673
=formulas!O1014,=(A927-D927)/(E927-D927)*(G927-F927)+F927,"=COUNTIF($N$2:$N$25400,""<""&A927)","=INDIRECT(ADDRESS(C927+1,14))","=INDIRECT(ADDRESS(C927+2,14))","=INDIRECT(ADDRESS(C927+1,13))","=INDIRECT(ADDRESS(C927+2,13))",,,,,,471,16.715
=formulas!O1015,=(A928-D928)/(E928-D928)*(G928-F928)+F928,"=COUNTIF($N$2:$N$25400,""<""&A928)","=INDIRECT(ADDRESS(C928+1,14))","=INDIRECT(ADDRESS(C928+2,14))","=INDIRECT(ADDRESS(C928+1,13))","=INDIRECT(ADDRESS(C928+2,13))",,,,,,472,16.758
=formulas!O1016,=(A929-D929)/(E929-D929)*(G929-F929)+F929,"=COUNTIF($N$2:$N$25400,""<""&A929)","=INDIRECT(ADDRESS(C929+1,14))","=INDIRECT(ADDRESS(C929+2,14))","=INDIRECT(ADDRESS(C929+1,13))","=INDIRECT(ADDRESS(C929+2,13))",,,,,,473,16.8
=formulas!O1017,=(A930-D930)/(E930-D930)*(G930-F930)+F930,"=COUNTIF($N$2:$N$25400,""<""&A930)","=INDIRECT(ADDRESS(C930+1,14))","=INDIRECT(ADDRESS(C930+2,14))","=INDIRECT(ADDRESS(C930+1,13))","=INDIRECT(ADDRESS(C930+2,13))",,,,,,474,16.842
=formulas!O1018,=(A931-D931)/(E931-D931)*(G931-F931)+F931,"=COUNTIF($N$2:$N$25400,""<""&A931)","=INDIRECT(ADDRESS(C931+1,14))","=INDIRECT(ADDRESS(C931+2,14))","=INDIRECT(ADDRESS(C931+1,13))","=INDIRECT(ADDRESS(C931+2,13))",,,,,,475,16.884
=formulas!O1019,=(A932-D932)/(E932-D932)*(G932-F932)+F932,"=COUNTIF($N$2:$N$25400,""<""&A932)","=INDIRECT(ADDRESS(C932+1,14))","=INDIRECT(ADDRESS(C932+2,14))","=INDIRECT(ADDRESS(C932+1,13))","=INDIRECT(ADDRESS(C932+2,13))",,,,,,476,16.927
=formulas!O1020,=(A933-D933)/(E933-D933)*(G933-F933)+F933,"=COUNTIF($N$2:$N$25400,""<""&A933)","=INDIRECT(ADDRESS(C933+1,14))","=INDIRECT(ADDRESS(C933+2,14))","=INDIRECT(ADDRESS(C933+1,13))","=INDIRECT(ADDRESS(C933+2,13))",,,,,,477,16.969
=formulas!O1021,=(A934-D934)/(E934-D934)*(G934-F934)+F934,"=COUNTIF($N$2:$N$25400,""<""&A934)","=INDIRECT(ADDRESS(C934+1,14))","=INDIRECT(ADDRESS(C934+2,14))","=INDIRECT(ADDRESS(C934+1,13))","=INDIRECT(ADDRESS(C934+2,13))",,,,,,478,17.011
=formulas!O1022,=(A935-D935)/(E935-D935)*(G935-F935)+F935,"=COUNTIF($N$2:$N$25400,""<""&A935)","=INDIRECT(ADDRESS(C935+1,14))","=INDIRECT(ADDRESS(C935+2,14))","=INDIRECT(ADDRESS(C935+1,13))","=INDIRECT(ADDRESS(C935+2,13))",,,,,,479,17.054
=formulas!O1023,=(A936-D936)/(E936-D936)*(G936-F936)+F936,"=COUNTIF($N$2:$N$25400,""<""&A936)","=INDIRECT(ADDRESS(C936+1,14))","=INDIRECT(ADDRESS(C936+2,14))","=INDIRECT(ADDRESS(C936+1,13))","=INDIRECT(ADDRESS(C936+2,13))",,,,,,480,17.096
=formulas!O1024,=(A937-D937)/(E937-D937)*(G937-F937)+F937,"=COUNTIF($N$2:$N$25400,""<""&A937)","=INDIRECT(ADDRESS(C937+1,14))","=INDIRECT(ADDRESS(C937+2,14))","=INDIRECT(ADDRESS(C937+1,13))","=INDIRECT(ADDRESS(C937+2,13))",,,,,,481,17.138
=formulas!O1025,=(A938-D938)/(E938-D938)*(G938-F938)+F938,"=COUNTIF($N$2:$N$25400,""<""&A938)","=INDIRECT(ADDRESS(C938+1,14))","=INDIRECT(ADDRESS(C938+2,14))","=INDIRECT(ADDRESS(C938+1,13))","=INDIRECT(ADDRESS(C938+2,13))",,,,,,482,17.181
=formulas!O1026,=(A939-D939)/(E939-D939)*(G939-F939)+F939,"=COUNTIF($N$2:$N$25400,""<""&A939)","=INDIRECT(ADDRESS(C939+1,14))","=INDIRECT(ADDRESS(C939+2,14))","=INDIRECT(ADDRESS(C939+1,13))","=INDIRECT(ADDRESS(C939+2,13))",,,,,,483,17.223
=formulas!O1027,=(A940-D940)/(E940-D940)*(G940-F940)+F940,"=COUNTIF($N$2:$N$25400,""<""&A940)","=INDIRECT(ADDRESS(C940+1,14))","=INDIRECT(ADDRESS(C940+2,14))","=INDIRECT(ADDRESS(C940+1,13))","=INDIRECT(ADDRESS(C940+2,13))",,,,,,484,17.265
=formulas!O1028,=(A941-D941)/(E941-D941)*(G941-F941)+F941,"=COUNTIF($N$2:$N$25400,""<""&A941)","=INDIRECT(ADDRESS(C941+1,14))","=INDIRECT(ADDRESS(C941+2,14))","=INDIRECT(ADDRESS(C941+1,13))","=INDIRECT(ADDRESS(C941+2,13))",,,,,,485,17.308
=formulas!O1029,=(A942-D942)/(E942-D942)*(G942-F942)+F942,"=COUNTIF($N$2:$N$25400,""<""&A942)","=INDIRECT(ADDRESS(C942+1,14))","=INDIRECT(ADDRESS(C942+2,14))","=INDIRECT(ADDRESS(C942+1,13))","=INDIRECT(ADDRESS(C942+2,13))",,,,,,486,17.35
=formulas!O1030,=(A943-D943)/(E943-D943)*(G943-F943)+F943,"=COUNTIF($N$2:$N$25400,""<""&A943)","=INDIRECT(ADDRESS(C943+1,14))","=INDIRECT(ADDRESS(C943+2,14))","=INDIRECT(ADDRESS(C943+1,13))","=INDIRECT(ADDRESS(C943+2,13))",,,,,,487,17.392
=formulas!O1031,=(A944-D944)/(E944-D944)*(G944-F944)+F944,"=COUNTIF($N$2:$N$25400,""<""&A944)","=INDIRECT(ADDRESS(C944+1,14))","=INDIRECT(ADDRESS(C944+2,14))","=INDIRECT(ADDRESS(C944+1,13))","=INDIRECT(ADDRESS(C944+2,13))",,,,,,488,17.435
=formulas!O1032,=(A945-D945)/(E945-D945)*(G945-F945)+F945,"=COUNTIF($N$2:$N$25400,""<""&A945)","=INDIRECT(ADDRESS(C945+1,14))","=INDIRECT(ADDRESS(C945+2,14))","=INDIRECT(ADDRESS(C945+1,13))","=INDIRECT(ADDRESS(C945+2,13))",,,,,,489,17.477
=formulas!O1033,=(A946-D946)/(E946-D946)*(G946-F946)+F946,"=COUNTIF($N$2:$N$25400,""<""&A946)","=INDIRECT(ADDRESS(C946+1,14))","=INDIRECT(ADDRESS(C946+2,14))","=INDIRECT(ADDRESS(C946+1,13))","=INDIRECT(ADDRESS(C946+2,13))",,,,,,490,17.52
=formulas!O1034,=(A947-D947)/(E947-D947)*(G947-F947)+F947,"=COUNTIF($N$2:$N$25400,""<""&A947)","=INDIRECT(ADDRESS(C947+1,14))","=INDIRECT(ADDRESS(C947+2,14))","=INDIRECT(ADDRESS(C947+1,13))","=INDIRECT(ADDRESS(C947+2,13))",,,,,,491,17.562
=formulas!O1035,=(A948-D948)/(E948-D948)*(G948-F948)+F948,"=COUNTIF($N$2:$N$25400,""<""&A948)","=INDIRECT(ADDRESS(C948+1,14))","=INDIRECT(ADDRESS(C948+2,14))","=INDIRECT(ADDRESS(C948+1,13))","=INDIRECT(ADDRESS(C948+2,13))",,,,,,492,17.605
=formulas!O1036,=(A949-D949)/(E949-D949)*(G949-F949)+F949,"=COUNTIF($N$2:$N$25400,""<""&A949)","=INDIRECT(ADDRESS(C949+1,14))","=INDIRECT(ADDRESS(C949+2,14))","=INDIRECT(ADDRESS(C949+1,13))","=INDIRECT(ADDRESS(C949+2,13))",,,,,,493,17.647
=formulas!O1037,=(A950-D950)/(E950-D950)*(G950-F950)+F950,"=COUNTIF($N$2:$N$25400,""<""&A950)","=INDIRECT(ADDRESS(C950+1,14))","=INDIRECT(ADDRESS(C950+2,14))","=INDIRECT(ADDRESS(C950+1,13))","=INDIRECT(ADDRESS(C950+2,13))",,,,,,494,17.69
=formulas!O1038,=(A951-D951)/(E951-D951)*(G951-F951)+F951,"=COUNTIF($N$2:$N$25400,""<""&A951)","=INDIRECT(ADDRESS(C951+1,14))","=INDIRECT(ADDRESS(C951+2,14))","=INDIRECT(ADDRESS(C951+1,13))","=INDIRECT(ADDRESS(C951+2,13))",,,,,,495,17.732
=formulas!O1039,=(A952-D952)/(E952-D952)*(G952-F952)+F952,"=COUNTIF($N$2:$N$25400,""<""&A952)","=INDIRECT(ADDRESS(C952+1,14))","=INDIRECT(ADDRESS(C952+2,14))","=INDIRECT(ADDRESS(C952+1,13))","=INDIRECT(ADDRESS(C952+2,13))",,,,,,496,17.775
=formulas!O1040,=(A953-D953)/(E953-D953)*(G953-F953)+F953,"=COUNTIF($N$2:$N$25400,""<""&A953)","=INDIRECT(ADDRESS(C953+1,14))","=INDIRECT(ADDRESS(C953+2,14))","=INDIRECT(ADDRESS(C953+1,13))","=INDIRECT(ADDRESS(C953+2,13))",,,,,,497,17.817
=formulas!O1041,=(A954-D954)/(E954-D954)*(G954-F954)+F954,"=COUNTIF($N$2:$N$25400,""<""&A954)","=INDIRECT(ADDRESS(C954+1,14))","=INDIRECT(ADDRESS(C954+2,14))","=INDIRECT(ADDRESS(C954+1,13))","=INDIRECT(ADDRESS(C954+2,13))",,,,,,498,17.86
=formulas!O1042,=(A955-D955)/(E955-D955)*(G955-F955)+F955,"=COUNTIF($N$2:$N$25400,""<""&A955)","=INDIRECT(ADDRESS(C955+1,14))","=INDIRECT(ADDRESS(C955+2,14))","=INDIRECT(ADDRESS(C955+1,13))","=INDIRECT(ADDRESS(C955+2,13))",,,,,,499,17.902
=formulas!O1043,=(A956-D956)/(E956-D956)*(G956-F956)+F956,"=COUNTIF($N$2:$N$25400,""<""&A956)","=INDIRECT(ADDRESS(C956+1,14))","=INDIRECT(ADDRESS(C956+2,14))","=INDIRECT(ADDRESS(C956+1,13))","=INDIRECT(ADDRESS(C956+2,13))",,,,,,500,17.945
=formulas!O1044,=(A957-D957)/(E957-D957)*(G957-F957)+F957,"=COUNTIF($N$2:$N$25400,""<""&A957)","=INDIRECT(ADDRESS(C957+1,14))","=INDIRECT(ADDRESS(C957+2,14))","=INDIRECT(ADDRESS(C957+1,13))","=INDIRECT(ADDRESS(C957+2,13))",,,,,,501,17.987
=formulas!O1045,=(A958-D958)/(E958-D958)*(G958-F958)+F958,"=COUNTIF($N$2:$N$25400,""<""&A958)","=INDIRECT(ADDRESS(C958+1,14))","=INDIRECT(ADDRESS(C958+2,14))","=INDIRECT(ADDRESS(C958+1,13))","=INDIRECT(ADDRESS(C958+2,13))",,,,,,502,18.03
=formulas!O1046,=(A959-D959)/(E959-D959)*(G959-F959)+F959,"=COUNTIF($N$2:$N$25400,""<""&A959)","=INDIRECT(ADDRESS(C959+1,14))","=INDIRECT(ADDRESS(C959+2,14))","=INDIRECT(ADDRESS(C959+1,13))","=INDIRECT(ADDRESS(C959+2,13))",,,,,,503,18.073
=formulas!O1047,=(A960-D960)/(E960-D960)*(G960-F960)+F960,"=COUNTIF($N$2:$N$25400,""<""&A960)","=INDIRECT(ADDRESS(C960+1,14))","=INDIRECT(ADDRESS(C960+2,14))","=INDIRECT(ADDRESS(C960+1,13))","=INDIRECT(ADDRESS(C960+2,13))",,,,,,504,18.115
=formulas!O1048,=(A961-D961)/(E961-D961)*(G961-F961)+F961,"=COUNTIF($N$2:$N$25400,""<""&A961)","=INDIRECT(ADDRESS(C961+1,14))","=INDIRECT(ADDRESS(C961+2,14))","=INDIRECT(ADDRESS(C961+1,13))","=INDIRECT(ADDRESS(C961+2,13))",,,,,,505,18.158
=formulas!O1049,=(A962-D962)/(E962-D962)*(G962-F962)+F962,"=COUNTIF($N$2:$N$25400,""<""&A962)","=INDIRECT(ADDRESS(C962+1,14))","=INDIRECT(ADDRESS(C962+2,14))","=INDIRECT(ADDRESS(C962+1,13))","=INDIRECT(ADDRESS(C962+2,13))",,,,,,506,18.2
=formulas!O1050,=(A963-D963)/(E963-D963)*(G963-F963)+F963,"=COUNTIF($N$2:$N$25400,""<""&A963)","=INDIRECT(ADDRESS(C963+1,14))","=INDIRECT(ADDRESS(C963+2,14))","=INDIRECT(ADDRESS(C963+1,13))","=INDIRECT(ADDRESS(C963+2,13))",,,,,,507,18.243
=formulas!O1051,=(A964-D964)/(E964-D964)*(G964-F964)+F964,"=COUNTIF($N$2:$N$25400,""<""&A964)","=INDIRECT(ADDRESS(C964+1,14))","=INDIRECT(ADDRESS(C964+2,14))","=INDIRECT(ADDRESS(C964+1,13))","=INDIRECT(ADDRESS(C964+2,13))",,,,,,508,18.286
=formulas!O1052,=(A965-D965)/(E965-D965)*(G965-F965)+F965,"=COUNTIF($N$2:$N$25400,""<""&A965)","=INDIRECT(ADDRESS(C965+1,14))","=INDIRECT(ADDRESS(C965+2,14))","=INDIRECT(ADDRESS(C965+1,13))","=INDIRECT(ADDRESS(C965+2,13))",,,,,,509,18.328
=formulas!O1053,=(A966-D966)/(E966-D966)*(G966-F966)+F966,"=COUNTIF($N$2:$N$25400,""<""&A966)","=INDIRECT(ADDRESS(C966+1,14))","=INDIRECT(ADDRESS(C966+2,14))","=INDIRECT(ADDRESS(C966+1,13))","=INDIRECT(ADDRESS(C966+2,13))",,,,,,510,18.371
=formulas!O1054,=(A967-D967)/(E967-D967)*(G967-F967)+F967,"=COUNTIF($N$2:$N$25400,""<""&A967)","=INDIRECT(ADDRESS(C967+1,14))","=INDIRECT(ADDRESS(C967+2,14))","=INDIRECT(ADDRESS(C967+1,13))","=INDIRECT(ADDRESS(C967+2,13))",,,,,,511,18.414
=formulas!O1055,=(A968-D968)/(E968-D968)*(G968-F968)+F968,"=COUNTIF($N$2:$N$25400,""<""&A968)","=INDIRECT(ADDRESS(C968+1,14))","=INDIRECT(ADDRESS(C968+2,14))","=INDIRECT(ADDRESS(C968+1,13))","=INDIRECT(ADDRESS(C968+2,13))",,,,,,512,18.456
=formulas!O1056,=(A969-D969)/(E969-D969)*(G969-F969)+F969,"=COUNTIF($N$2:$N$25400,""<""&A969)","=INDIRECT(ADDRESS(C969+1,14))","=INDIRECT(ADDRESS(C969+2,14))","=INDIRECT(ADDRESS(C969+1,13))","=INDIRECT(ADDRESS(C969+2,13))",,,,,,513,18.499
=formulas!O1057,=(A970-D970)/(E970-D970)*(G970-F970)+F970,"=COUNTIF($N$2:$N$25400,""<""&A970)","=INDIRECT(ADDRESS(C970+1,14))","=INDIRECT(ADDRESS(C970+2,14))","=INDIRECT(ADDRESS(C970+1,13))","=INDIRECT(ADDRESS(C970+2,13))",,,,,,514,18.542
=formulas!O1058,=(A971-D971)/(E971-D971)*(G971-F971)+F971,"=COUNTIF($N$2:$N$25400,""<""&A971)","=INDIRECT(ADDRESS(C971+1,14))","=INDIRECT(ADDRESS(C971+2,14))","=INDIRECT(ADDRESS(C971+1,13))","=INDIRECT(ADDRESS(C971+2,13))",,,,,,515,18.585
=formulas!O1059,=(A972-D972)/(E972-D972)*(G972-F972)+F972,"=COUNTIF($N$2:$N$25400,""<""&A972)","=INDIRECT(ADDRESS(C972+1,14))","=INDIRECT(ADDRESS(C972+2,14))","=INDIRECT(ADDRESS(C972+1,13))","=INDIRECT(ADDRESS(C972+2,13))",,,,,,516,18.627
=formulas!O1060,=(A973-D973)/(E973-D973)*(G973-F973)+F973,"=COUNTIF($N$2:$N$25400,""<""&A973)","=INDIRECT(ADDRESS(C973+1,14))","=INDIRECT(ADDRESS(C973+2,14))","=INDIRECT(ADDRESS(C973+1,13))","=INDIRECT(ADDRESS(C973+2,13))",,,,,,517,18.67
=formulas!O1061,=(A974-D974)/(E974-D974)*(G974-F974)+F974,"=COUNTIF($N$2:$N$25400,""<""&A974)","=INDIRECT(ADDRESS(C974+1,14))","=INDIRECT(ADDRESS(C974+2,14))","=INDIRECT(ADDRESS(C974+1,13))","=INDIRECT(ADDRESS(C974+2,13))",,,,,,518,18.713
=formulas!O1062,=(A975-D975)/(E975-D975)*(G975-F975)+F975,"=COUNTIF($N$2:$N$25400,""<""&A975)","=INDIRECT(ADDRESS(C975+1,14))","=INDIRECT(ADDRESS(C975+2,14))","=INDIRECT(ADDRESS(C975+1,13))","=INDIRECT(ADDRESS(C975+2,13))",,,,,,519,18.756
=formulas!O1063,=(A976-D976)/(E976-D976)*(G976-F976)+F976,"=COUNTIF($N$2:$N$25400,""<""&A976)","=INDIRECT(ADDRESS(C976+1,14))","=INDIRECT(ADDRESS(C976+2,14))","=INDIRECT(ADDRESS(C976+1,13))","=INDIRECT(ADDRESS(C976+2,13))",,,,,,520,18.798
=formulas!O1064,=(A977-D977)/(E977-D977)*(G977-F977)+F977,"=COUNTIF($N$2:$N$25400,""<""&A977)","=INDIRECT(ADDRESS(C977+1,14))","=INDIRECT(ADDRESS(C977+2,14))","=INDIRECT(ADDRESS(C977+1,13))","=INDIRECT(ADDRESS(C977+2,13))",,,,,,521,18.841
=formulas!O1065,=(A978-D978)/(E978-D978)*(G978-F978)+F978,"=COUNTIF($N$2:$N$25400,""<""&A978)","=INDIRECT(ADDRESS(C978+1,14))","=INDIRECT(ADDRESS(C978+2,14))","=INDIRECT(ADDRESS(C978+1,13))","=INDIRECT(ADDRESS(C978+2,13))",,,,,,522,18.884
=formulas!O1066,=(A979-D979)/(E979-D979)*(G979-F979)+F979,"=COUNTIF($N$2:$N$25400,""<""&A979)","=INDIRECT(ADDRESS(C979+1,14))","=INDIRECT(ADDRESS(C979+2,14))","=INDIRECT(ADDRESS(C979+1,13))","=INDIRECT(ADDRESS(C979+2,13))",,,,,,523,18.927
=formulas!O1067,=(A980-D980)/(E980-D980)*(G980-F980)+F980,"=COUNTIF($N$2:$N$25400,""<""&A980)","=INDIRECT(ADDRESS(C980+1,14))","=INDIRECT(ADDRESS(C980+2,14))","=INDIRECT(ADDRESS(C980+1,13))","=INDIRECT(ADDRESS(C980+2,13))",,,,,,524,18.969
=formulas!O1068,=(A981-D981)/(E981-D981)*(G981-F981)+F981,"=COUNTIF($N$2:$N$25400,""<""&A981)","=INDIRECT(ADDRESS(C981+1,14))","=INDIRECT(ADDRESS(C981+2,14))","=INDIRECT(ADDRESS(C981+1,13))","=INDIRECT(ADDRESS(C981+2,13))",,,,,,525,19.012
=formulas!O1069,=(A982-D982)/(E982-D982)*(G982-F982)+F982,"=COUNTIF($N$2:$N$25400,""<""&A982)","=INDIRECT(ADDRESS(C982+1,14))","=INDIRECT(ADDRESS(C982+2,14))","=INDIRECT(ADDRESS(C982+1,13))","=INDIRECT(ADDRESS(C982+2,13))",,,,,,526,19.055
=formulas!O1070,=(A983-D983)/(E983-D983)*(G983-F983)+F983,"=COUNTIF($N$2:$N$25400,""<""&A983)","=INDIRECT(ADDRESS(C983+1,14))","=INDIRECT(ADDRESS(C983+2,14))","=INDIRECT(ADDRESS(C983+1,13))","=INDIRECT(ADDRESS(C983+2,13))",,,,,,527,19.098
=formulas!O1071,=(A984-D984)/(E984-D984)*(G984-F984)+F984,"=COUNTIF($N$2:$N$25400,""<""&A984)","=INDIRECT(ADDRESS(C984+1,14))","=INDIRECT(ADDRESS(C984+2,14))","=INDIRECT(ADDRESS(C984+1,13))","=INDIRECT(ADDRESS(C984+2,13))",,,,,,528,19.141
=formulas!O1072,=(A985-D985)/(E985-D985)*(G985-F985)+F985,"=COUNTIF($N$2:$N$25400,""<""&A985)","=INDIRECT(ADDRESS(C985+1,14))","=INDIRECT(ADDRESS(C985+2,14))","=INDIRECT(ADDRESS(C985+1,13))","=INDIRECT(ADDRESS(C985+2,13))",,,,,,529,19.184
=formulas!O1073,=(A986-D986)/(E986-D986)*(G986-F986)+F986,"=COUNTIF($N$2:$N$25400,""<""&A986)","=INDIRECT(ADDRESS(C986+1,14))","=INDIRECT(ADDRESS(C986+2,14))","=INDIRECT(ADDRESS(C986+1,13))","=INDIRECT(ADDRESS(C986+2,13))",,,,,,530,19.227
=formulas!O1074,=(A987-D987)/(E987-D987)*(G987-F987)+F987,"=COUNTIF($N$2:$N$25400,""<""&A987)","=INDIRECT(ADDRESS(C987+1,14))","=INDIRECT(ADDRESS(C987+2,14))","=INDIRECT(ADDRESS(C987+1,13))","=INDIRECT(ADDRESS(C987+2,13))",,,,,,531,19.269
=formulas!O1075,=(A988-D988)/(E988-D988)*(G988-F988)+F988,"=COUNTIF($N$2:$N$25400,""<""&A988)","=INDIRECT(ADDRESS(C988+1,14))","=INDIRECT(ADDRESS(C988+2,14))","=INDIRECT(ADDRESS(C988+1,13))","=INDIRECT(ADDRESS(C988+2,13))",,,,,,532,19.312
=formulas!O1076,=(A989-D989)/(E989-D989)*(G989-F989)+F989,"=COUNTIF($N$2:$N$25400,""<""&A989)","=INDIRECT(ADDRESS(C989+1,14))","=INDIRECT(ADDRESS(C989+2,14))","=INDIRECT(ADDRESS(C989+1,13))","=INDIRECT(ADDRESS(C989+2,13))",,,,,,533,19.355
=formulas!O1077,=(A990-D990)/(E990-D990)*(G990-F990)+F990,"=COUNTIF($N$2:$N$25400,""<""&A990)","=INDIRECT(ADDRESS(C990+1,14))","=INDIRECT(ADDRESS(C990+2,14))","=INDIRECT(ADDRESS(C990+1,13))","=INDIRECT(ADDRESS(C990+2,13))",,,,,,534,19.398
=formulas!O1078,=(A991-D991)/(E991-D991)*(G991-F991)+F991,"=COUNTIF($N$2:$N$25400,""<""&A991)","=INDIRECT(ADDRESS(C991+1,14))","=INDIRECT(ADDRESS(C991+2,14))","=INDIRECT(ADDRESS(C991+1,13))","=INDIRECT(ADDRESS(C991+2,13))",,,,,,535,19.441
=formulas!O1079,=(A992-D992)/(E992-D992)*(G992-F992)+F992,"=COUNTIF($N$2:$N$25400,""<""&A992)","=INDIRECT(ADDRESS(C992+1,14))","=INDIRECT(ADDRESS(C992+2,14))","=INDIRECT(ADDRESS(C992+1,13))","=INDIRECT(ADDRESS(C992+2,13))",,,,,,536,19.484
=formulas!O1080,=(A993-D993)/(E993-D993)*(G993-F993)+F993,"=COUNTIF($N$2:$N$25400,""<""&A993)","=INDIRECT(ADDRESS(C993+1,14))","=INDIRECT(ADDRESS(C993+2,14))","=INDIRECT(ADDRESS(C993+1,13))","=INDIRECT(ADDRESS(C993+2,13))",,,,,,537,19.527
=formulas!O1081,=(A994-D994)/(E994-D994)*(G994-F994)+F994,"=COUNTIF($N$2:$N$25400,""<""&A994)","=INDIRECT(ADDRESS(C994+1,14))","=INDIRECT(ADDRESS(C994+2,14))","=INDIRECT(ADDRESS(C994+1,13))","=INDIRECT(ADDRESS(C994+2,13))",,,,,,538,19.57
=formulas!O1082,=(A995-D995)/(E995-D995)*(G995-F995)+F995,"=COUNTIF($N$2:$N$25400,""<""&A995)","=INDIRECT(ADDRESS(C995+1,14))","=INDIRECT(ADDRESS(C995+2,14))","=INDIRECT(ADDRESS(C995+1,13))","=INDIRECT(ADDRESS(C995+2,13))",,,,,,539,19.613
=formulas!O1083,=(A996-D996)/(E996-D996)*(G996-F996)+F996,"=COUNTIF($N$2:$N$25400,""<""&A996)","=INDIRECT(ADDRESS(C996+1,14))","=INDIRECT(ADDRESS(C996+2,14))","=INDIRECT(ADDRESS(C996+1,13))","=INDIRECT(ADDRESS(C996+2,13))",,,,,,540,19.656
=formulas!O1084,=(A997-D997)/(E997-D997)*(G997-F997)+F997,"=COUNTIF($N$2:$N$25400,""<""&A997)","=INDIRECT(ADDRESS(C997+1,14))","=INDIRECT(ADDRESS(C997+2,14))","=INDIRECT(ADDRESS(C997+1,13))","=INDIRECT(ADDRESS(C997+2,13))",,,,,,541,19.699
=formulas!O1085,=(A998-D998)/(E998-D998)*(G998-F998)+F998,"=COUNTIF($N$2:$N$25400,""<""&A998)","=INDIRECT(ADDRESS(C998+1,14))","=INDIRECT(ADDRESS(C998+2,14))","=INDIRECT(ADDRESS(C998+1,13))","=INDIRECT(ADDRESS(C998+2,13))",,,,,,542,19.742
=formulas!O1086,=(A999-D999)/(E999-D999)*(G999-F999)+F999,"=COUNTIF($N$2:$N$25400,""<""&A999)","=INDIRECT(ADDRESS(C999+1,14))","=INDIRECT(ADDRESS(C999+2,14))","=INDIRECT(ADDRESS(C999+1,13))","=INDIRECT(ADDRESS(C999+2,13))",,,,,,543,19.785
=formulas!O1087,=(A1000-D1000)/(E1000-D1000)*(G1000-F1000)+F1000,"=COUNTIF($N$2:$N$25400,""<""&A1000)","=INDIRECT(ADDRESS(C1000+1,14))","=INDIRECT(ADDRESS(C1000+2,14))","=INDIRECT(ADDRESS(C1000+1,13))","=INDIRECT(ADDRESS(C1000+2,13))",,,,,,544,19.828
=formulas!O1088,=(A1001-D1001)/(E1001-D1001)*(G1001-F1001)+F1001,"=COUNTIF($N$2:$N$25400,""<""&A1001)","=INDIRECT(ADDRESS(C1001+1,14))","=INDIRECT(ADDRESS(C1001+2,14))","=INDIRECT(ADDRESS(C1001+1,13))","=INDIRECT(ADDRESS(C1001+2,13))",,,,,,545,19.871
=formulas!O1089,=(A1002-D1002)/(E1002-D1002)*(G1002-F1002)+F1002,"=COUNTIF($N$2:$N$25400,""<""&A1002)","=INDIRECT(ADDRESS(C1002+1,14))","=INDIRECT(ADDRESS(C1002+2,14))","=INDIRECT(ADDRESS(C1002+1,13))","=INDIRECT(ADDRESS(C1002+2,13))",,,,,,546,19.914
=formulas!O1090,=(A1003-D1003)/(E1003-D1003)*(G1003-F1003)+F1003,"=COUNTIF($N$2:$N$25400,""<""&A1003)","=INDIRECT(ADDRESS(C1003+1,14))","=INDIRECT(ADDRESS(C1003+2,14))","=INDIRECT(ADDRESS(C1003+1,13))","=INDIRECT(ADDRESS(C1003+2,13))",,,,,,547,19.957
=formulas!O1091,=(A1004-D1004)/(E1004-D1004)*(G1004-F1004)+F1004,"=COUNTIF($N$2:$N$25400,""<""&A1004)","=INDIRECT(ADDRESS(C1004+1,14))","=INDIRECT(ADDRESS(C1004+2,14))","=INDIRECT(ADDRESS(C1004+1,13))","=INDIRECT(ADDRESS(C1004+2,13))",,,,,,548,20
=formulas!O1092,=(A1005-D1005)/(E1005-D1005)*(G1005-F1005)+F1005,"=COUNTIF($N$2:$N$25400,""<""&A1005)","=INDIRECT(ADDRESS(C1005+1,14))","=INDIRECT(ADDRESS(C1005+2,14))","=INDIRECT(ADDRESS(C1005+1,13))","=INDIRECT(ADDRESS(C1005+2,13))",,,,,,549,20.043
=formulas!O1093,=(A1006-D1006)/(E1006-D1006)*(G1006-F1006)+F1006,"=COUNTIF($N$2:$N$25400,""<""&A1006)","=INDIRECT(ADDRESS(C1006+1,14))","=INDIRECT(ADDRESS(C1006+2,14))","=INDIRECT(ADDRESS(C1006+1,13))","=INDIRECT(ADDRESS(C1006+2,13))",,,,,,550,20.086
